400000000	F	31.08.2018	EHPUSER121	EUR	10	4707	FUL1	 100,000	     3,00	    300,00	BT
4030000000	F	31.08.2018	EHPUSER121	EUR	10	4707	FUL1	  20,000	     3,00	     60,00	BT
4500018198	F	28.06.2018	EHPUSER311	EUR	10	1300-251	1000	  10,000	    50,00	    500,00	PC
4500018198	F	28.06.2018	EHPUSER311	EUR	20	1300-260	1000	   8,000	   560,00	  4.480,00	PC
4500018198	F	28.06.2018	EHPUSER311	EUR	30	1300-270	1000	   5,000	    50,00	    250,00	PC
4500018198	F	28.06.2018	EHPUSER311	EUR	40	100-250	1000	  90,000	    80,00	  7.200,00	PC
4500018198	F	28.06.2018	EHPUSER311	EUR	50	100-310	1000	   5,000	    90,00	    450,00	PC
4500018198	F	28.06.2018	EHPUSER311	EUR	60	100-700	1000	 100,000	    90,00	  9.000,00	M2
4500018198	F	28.06.2018	EHPUSER311	EUR	70	102-120	1000	  40,000	   180,00	  7.200,00	PC
4500018198	F	28.06.2018	EHPUSER311	EUR	80	100-130	1000	   5,000	    12,00	     60,00	PC
4500018199	F	28.06.2018	EHPUSER311	USD	10	AM3-510	1000	  12,000	   120,00	  1.440,00	PC
4500018199	F	28.06.2018	EHPUSER311	USD	20	AM3-520	1000	  10,000	   150,00	  1.500,00	PC
4500018200	F	29.06.2018	EHPUSER423	EUR	10	100-121	1000	  10,000	    10,00	    100,00	PC
4500018201	F	30.06.2018	EHPUSER423	EUR	10	100-121	1000	   5,000	    11,00	     55,00	PC
4500018202	F	30.06.2018	EHPUSER423	EUR	10	100-121	1000	   5,000	    12,00	     60,00	PC
4500018202	F	30.06.2018	EHPUSER423	EUR	20	100-121	1000	  10,000	     9,00	     90,00	PC
4500018203	F	30.06.2018	EHPUSER423	EUR	10	100-121	1000	   5,000	     9,00	     45,00	PC
4500018204	F	30.06.2018	EHPUSER423	EUR	10	100-121	1000	   5,000	     9,00	     45,00	PC
4500018205	F	30.06.2018	EHPUSER423	EUR	10	100-121	1000	   5,000	    14,00	     70,00	PC
4500018206	F	30.06.2018	EHPUSER423	EUR	20	100-121	1000	 100,000	     9,00	    900,00	PC
4500018206	F	30.06.2018	EHPUSER423	EUR	30	100-121	1000	   5,000	     9,00	     45,00	PC
4500018207	F	30.06.2018	EHPUSER423	EUR	10	100-121	1000	   5,000	    14,00	     70,00	PC
4500018207	F	30.06.2018	EHPUSER423	EUR	20	100-121	1000	  10,000	    14,00	    140,00	PC
4500018208	F	30.06.2018	EHPUSER575	USD	10	Y-SPHURTI	3200	  20,000	     8,00	    160,00	L
4500018209	F	30.06.2018	EHPUSER575	USD	10	Y-352	3200	   1,000	     8,00	      8,00	KG
4500018210	F	30.06.2018	EHPUSER629	USD	10	Y-MADHURI	3200	  20,000	     7,00	    140,00	L
4500018211	F	30.06.2018	EHPUSER629	USD	10	Y-RENUKA	3200	  20,000	    10,00	    200,00	L
4500018212	F	30.06.2018	EHPUSER629	USD	10	Y-GURPREET	3200	  20,000	     9,00	    180,00	L
4500018213	F	30.06.2018	EHPUSER629	USD	10	Y-SYDNEY	3200	   2,000	    10,00	     20,00	L
4500018214	F	01.07.2018	EHPUSER575	USD	10	100-100	3000	 100,000	 1.000,00	100.000,00	PC
4500018215	F	01.07.2018	EHPUSER575	USD	10	100-100	3000	 100,000	 1.000,00	100.000,00	PC
